order_id,agent_age,agent_rating,store_latitude,store_longitude,drop_latitude,drop_longitude,order_date,order_time,pickup_time,weather,traffic,vehicle,area,delivery_time,category,outlier_delivery_time,distance,age_group,order_datetime,pickup_datetime,pickup_hour,time_of_day,order_to_pickup_min
wyrc796550556,27,4.6,10.96185,76.971082,11.07185,77.081082,2022-03-04,20:00:00,20:15:00,sunny,Jam ,scooter ,Metropolitian ,23,Grocery,False,17.13921974225849,26-35,2022-03-04 20:00:00,2022-03-04 20:15:00,20,Evening,15.0
dldo765905260,39,4.7,26.914142,75.805704,26.964142,75.855704,2022-03-24,22:45:00,22:50:00,fog,Low ,motorcycle ,Urban ,17,Grocery,False,7.448298968601334,36-45,2022-03-24 22:45:00,2022-03-24 22:50:00,22,Evening,5.0
pufo421605996,23,4.6,23.351489,85.324253,23.421489,85.394253,2022-04-04,21:55:00,22:00:00,windy,Jam ,motorcycle ,Metropolitian ,34,Grocery,False,10.565262855251525,18-25,2022-04-04 21:55:00,2022-04-04 22:00:00,22,Evening,5.0
fpne391096079,35,4.2,25.453436,81.833167,25.593436,81.973167,2022-02-12,20:55:00,21:10:00,cloudy,Jam ,motorcycle ,Metropolitian ,47,Grocery,False,20.96874893995171,26-35,2022-02-12 20:55:00,2022-02-12 21:10:00,21,Evening,15.0
mecn753116330,25,4.9,26.913483,75.803139,26.953483,75.843139,2022-03-05,16:40:00,16:55:00,sandstorms,Medium ,motorcycle ,Metropolitian ,16,Grocery,False,5.958771662511523,18-25,2022-03-05 16:40:00,2022-03-05 16:55:00,16,Afternoon,15.0
pmnh956212049,34,4.9,17.410371,78.437225,17.430371,78.457225,2022-03-13,10:15:00,10:25:00,windy,Low ,scooter ,Metropolitian ,26,Grocery,False,3.073787868356216,26-35,2022-03-13 10:15:00,2022-03-13 10:25:00,10,Morning,10.0
qtdm072964625,20,4.9,17.438263,78.397865,17.498263,78.457865,2022-03-11,20:45:00,20:50:00,sunny,Jam ,motorcycle ,Metropolitian ,19,Grocery,False,9.220209378254708,18-25,2022-03-11 20:45:00,2022-03-11 20:50:00,20,Evening,5.0
dwbm303023887,27,4.7,26.902328,75.794257,26.922328,75.814257,2022-03-03,10:15:00,10:30:00,stormy,Low ,van,Metropolitian ,15,Grocery,False,2.9796333006391293,26-35,2022-03-03 10:15:00,2022-03-03 10:30:00,10,Morning,15.0
qzgu384833604,31,4.9,23.353783,85.326967,23.363783,85.336967,2022-03-01,08:40:00,08:55:00,sandstorms,Low ,motorcycle ,Metropolitian ,21,Grocery,False,1.509467584367178,26-35,2022-03-01 08:40:00,2022-03-01 08:55:00,8,Morning,15.0
cxog828223293,22,3.6,12.914264,77.6784,12.974264,77.7384,2022-03-15,19:15:00,19:30:00,sunny,Jam ,motorcycle ,Urban ,40,Grocery,False,9.316091864517965,18-25,2022-03-15 19:15:00,2022-03-15 19:30:00,19,Evening,15.0
bbkv010349789,27,4.6,22.310329,73.169083,22.350329,73.209083,2022-03-13,15:10:00,15:15:00,sunny,Medium ,motorcycle ,Metropolitian ,22,Grocery,False,6.058874461145507,26-35,2022-03-13 15:10:00,2022-03-13 15:15:00,15,Afternoon,5.0
oyej500695754,33,4.6,0.0,0.0,0.03,0.03,2022-02-17,22:40:00,22:55:00,stormy,Low ,scooter ,Metropolitian ,24,Grocery,False,4.717601092054723,26-35,2022-02-17 22:40:00,2022-02-17 22:55:00,22,Evening,15.0
ocqq374053046,37,4.6,11.001753,76.986241,11.061753,77.046241,2022-03-19,23:55:00,00:00:00,fog,Low ,motorcycle ,Metropolitian ,24,Grocery,False,9.348433430020535,36-45,2022-03-19 23:55:00,2022-03-19 00:00:00,0,Night,-1435.0
ezwr965938988,26,4.9,30.885814,75.786976,30.955814,75.856976,2022-02-16,19:45:00,19:55:00,sandstorms,Jam ,scooter ,Metropolitian ,17,Grocery,False,10.255391358669385,26-35,2022-02-16 19:45:00,2022-02-16 19:55:00,19,Evening,10.0
nsvq860275621,22,4.7,18.569156,73.774723,18.629156,73.834723,2022-03-03,17:20:00,17:35:00,fog,Medium ,scooter ,Urban ,13,Grocery,False,9.192119121311745,18-25,2022-03-03 17:20:00,2022-03-03 17:35:00,17,Afternoon,15.0
kxdx925420420,38,4.5,23.369746,85.33982,23.389746,85.35982,2022-03-15,10:00:00,10:15:00,sandstorms,Low ,scooter ,Metropolitian ,26,Grocery,False,3.01871690507141,36-45,2022-03-15 10:00:00,2022-03-15 10:15:00,10,Morning,15.0
qwut543233705,35,4.0,17.429585,78.392621,17.509585,78.472621,2022-03-14,17:20:00,17:30:00,windy,Medium ,motorcycle ,Metropolitian ,31,Grocery,False,12.293569688294703,26-35,2022-03-14 17:20:00,2022-03-14 17:30:00,17,Afternoon,10.0
sbph973486747,38,4.8,12.3085,76.665808,12.4385,76.795808,2022-03-20,21:40:00,21:55:00,cloudy,Jam ,motorcycle ,Metropolitian ,40,Grocery,False,20.206901465513607,36-45,2022-03-20 21:40:00,2022-03-20 21:55:00,21,Evening,15.0
egid215275405,35,4.9,26.892312,75.806896,26.952313,75.866896,2022-03-07,22:10:00,22:25:00,sandstorms,Low ,motorcycle ,Metropolitian ,26,Grocery,False,8.93863229991919,26-35,2022-03-07 22:10:00,2022-03-07 22:25:00,22,Evening,15.0
ivqc119218474,23,4.7,21.185047,72.80859,21.195047,72.81859,2022-04-01,09:25:00,09:40:00,stormy,Low ,motorcycle ,Urban ,13,Grocery,False,1.5203013368536653,18-25,2022-04-01 09:25:00,2022-04-01 09:40:00,9,Morning,15.0
aynd703499644,30,4.3,22.732225,75.874765,22.762225,75.904765,2022-03-13,21:40:00,21:45:00,sandstorms,Jam ,motorcycle ,Other,47,Grocery,False,4.537843333696388,26-35,2022-03-13 21:40:00,2022-03-13 21:45:00,21,Evening,5.0
iizm152470742,28,4.8,0.0,0.0,0.05,0.05,2022-03-07,19:15:00,19:20:00,sunny,Jam ,motorcycle ,Metropolitian ,13,Grocery,False,7.8626681674103684,26-35,2022-03-07 19:15:00,2022-03-07 19:20:00,19,Evening,5.0
yxoa846354899,38,4.9,18.536562,73.896485,18.566562,73.926485,2022-03-03,21:55:00,22:05:00,sandstorms,Jam ,motorcycle ,Metropolitian ,33,Grocery,False,4.596666925181527,36-45,2022-03-03 21:55:00,2022-03-03 22:05:00,22,Evening,10.0
ntlr143607212,37,4.4,12.913041,77.683237,12.953041,77.723237,2022-03-19,13:50:00,13:55:00,windy,High ,motorcycle ,Metropolitian ,42,Grocery,False,6.21086415606354,36-45,2022-03-19 13:50:00,2022-03-19 13:55:00,13,Afternoon,5.0
cxsd342749449,38,4.9,0.0,0.0,0.13,0.13,2022-02-12,22:35:00,22:45:00,stormy,Low ,scooter ,Metropolitian ,27,Grocery,False,20.44292976252901,36-45,2022-02-12 22:35:00,2022-02-12 22:45:00,22,Evening,10.0
eroj930040858,27,4.8,23.371292,85.327872,23.501292,85.457872,2022-03-12,18:40:00,18:50:00,sandstorms,Medium ,scooter ,Metropolitian ,26,Grocery,False,19.617824561450774,26-35,2022-03-12 18:40:00,2022-03-12 18:50:00,18,Afternoon,10.0
uddg347187654,31,4.6,0.0,0.0,0.07,0.07,2022-04-06,17:50:00,17:55:00,sunny,Medium ,scooter ,Metropolitian ,25,Grocery,False,11.007734763744617,26-35,2022-04-06 17:50:00,2022-04-06 17:55:00,17,Afternoon,5.0
msow126632459,35,4.3,19.875337,75.316722,19.955337,75.396722,2022-02-14,21:45:00,22:00:00,windy,Jam ,motorcycle ,Metropolitian ,35,Grocery,False,12.20989608429735,26-35,2022-02-14 21:45:00,2022-02-14 22:00:00,22,Evening,15.0
foqa689579151,28,4.2,17.45971,78.368855,17.52971,78.438855,2022-03-20,19:30:00,19:45:00,windy,Jam ,motorcycle ,Urban ,38,Grocery,False,10.756165907453589,26-35,2022-03-20 19:30:00,2022-03-20 19:45:00,19,Evening,15.0
dvtk707683918,39,4.8,0.0,0.0,0.13,0.13,2022-02-12,21:50:00,22:00:00,sandstorms,Jam ,van,Metropolitian ,28,Grocery,False,20.44292976252901,36-45,2022-02-12 21:50:00,2022-02-12 22:00:00,22,Evening,10.0
yepj991510536,25,4.9,18.994237,72.825553,19.004237,72.835553,2022-03-09,09:55:00,10:10:00,sandstorms,Low ,scooter ,Metropolitian ,18,Grocery,False,1.5302997807730145,18-25,2022-03-09 09:55:00,2022-03-09 10:10:00,10,Morning,15.0
jpij481137728,23,4.8,0.0,0.0,0.07,0.07,2022-02-14,20:25:00,20:40:00,windy,Jam ,van,Metropolitian ,15,Grocery,False,11.007734763744617,18-25,2022-02-14 20:25:00,2022-02-14 20:40:00,20,Evening,15.0
qkkt915618034,37,4.6,17.458998,78.500366,17.508998,78.550366,2022-03-28,20:20:00,20:30:00,windy,Jam ,scooter ,Metropolitian ,28,Grocery,False,7.6831914051315,36-45,2022-03-28 20:20:00,2022-03-28 20:30:00,20,Evening,10.0
erek276483222,35,5.0,11.003681,76.975525,11.093681,77.065525,2022-04-02,19:30:00,19:45:00,windy,Jam ,motorcycle ,Metropolitian ,48,Grocery,False,14.022253080995233,26-35,2022-04-02 19:30:00,2022-04-02 19:45:00,19,Evening,15.0
xqmd130328789,29,4.7,17.430448,78.418213,17.480448,78.468213,2022-03-21,17:20:00,17:35:00,sunny,Medium ,scooter ,Metropolitian ,10,Grocery,False,7.683765443180287,26-35,2022-03-21 17:20:00,2022-03-21 17:35:00,17,Afternoon,15.0
hnzg350676698,36,3.5,22.728163,75.884212,22.808163,75.964212,2022-03-27,21:40:00,21:50:00,windy,Jam ,scooter ,Metropolitian ,33,Grocery,False,12.100062421152574,36-45,2022-03-27 21:40:00,2022-03-27 21:50:00,21,Evening,10.0
hlmd618325025,35,4.8,21.160437,72.774209,21.170437,72.784209,2022-04-03,10:45:00,11:00:00,sunny,Low ,motorcycle ,Urban ,11,Grocery,False,1.5204190072774333,26-35,2022-04-03 10:45:00,2022-04-03 11:00:00,11,Morning,15.0
rzwc996677452,35,4.3,10.003064,76.307589,10.053064,76.357589,2022-02-13,19:35:00,19:45:00,sandstorms,Jam ,motorcycle ,Metropolitian ,44,Grocery,False,7.802839040445126,26-35,2022-02-13 19:35:00,2022-02-13 19:45:00,19,Evening,10.0
jaqh160727787,24,4.8,22.761593,75.886362,22.801593,75.926362,2022-03-15,16:30:00,16:45:00,windy,Medium ,van,Metropolitian ,21,Grocery,False,6.04975791889521,18-25,2022-03-15 16:30:00,2022-03-15 16:45:00,16,Afternoon,15.0
lpwu288981775,26,4.8,21.149834,72.778666,21.279834,72.908666,2022-03-04,20:45:00,20:50:00,cloudy,Jam ,scooter ,Metropolitian ,33,Grocery,False,19.76237198367898,26-35,2022-03-04 20:45:00,2022-03-04 20:50:00,20,Evening,5.0
ytsw140651117,29,4.5,12.978453,77.643685,13.008453,77.673685,2022-03-15,17:25:00,17:30:00,fog,Medium ,scooter ,Metropolitian ,11,Grocery,False,4.657597469270872,26-35,2022-03-15 17:25:00,2022-03-15 17:30:00,17,Afternoon,5.0
nrue726374701,35,4.8,17.424114,78.347554,17.554114,78.477554,2022-03-12,21:50:00,22:05:00,fog,Jam ,motorcycle ,Metropolitian ,39,Grocery,False,19.976027554946448,26-35,2022-03-12 21:50:00,2022-03-12 22:05:00,22,Evening,15.0
xbkk360282588,35,4.5,17.451976,78.385883,17.491976,78.425883,2022-03-05,15:20:00,15:30:00,sandstorms,Medium ,motorcycle ,Metropolitian ,25,Grocery,False,6.146746629962817,26-35,2022-03-05 15:20:00,2022-03-05 15:30:00,15,Afternoon,10.0
wxpz175844747,38,4.8,12.975377,77.696664,12.995377,77.716664,2022-03-17,09:00:00,09:15:00,windy,Low ,van,Urban ,26,Grocery,False,3.1051141624973875,36-45,2022-03-17 09:00:00,2022-03-17 09:15:00,9,Morning,15.0
jrln809275188,35,4.6,23.234249,77.434007,23.264249,77.464007,2022-02-15,23:00:00,23:15:00,cloudy,Low ,scooter ,Metropolitian ,15,Grocery,False,4.530109268846602,26-35,2022-02-15 23:00:00,2022-02-15 23:15:00,23,Evening,15.0
sudw243651116,29,5.0,18.569156,73.774723,18.639156,73.844723,2022-03-16,18:35:00,18:40:00,stormy,Medium ,motorcycle ,Metropolitian ,34,Grocery,False,10.723989806656368,26-35,2022-03-16 18:35:00,2022-03-16 18:40:00,18,Afternoon,5.0
gvys304506294,33,4.8,12.323994,76.626167,12.413994,76.716167,2022-03-25,20:50:00,21:00:00,cloudy,Jam ,motorcycle ,Metropolitian ,40,Grocery,False,13.98951205355768,26-35,2022-03-25 20:50:00,2022-03-25 21:00:00,21,Evening,10.0
wfdk007729327,22,4.6,30.893244,75.821817,30.963244,75.891817,2022-02-16,20:40:00,20:45:00,sunny,Jam ,motorcycle ,Metropolitian ,24,Grocery,False,10.2550536191279,18-25,2022-02-16 20:40:00,2022-02-16 20:45:00,20,Evening,5.0
zcnn594970420,39,4.9,0.0,0.0,0.07,0.07,2022-03-20,22:50:00,22:55:00,sandstorms,Low ,scooter ,Metropolitian ,25,Grocery,False,11.007734763744617,36-45,2022-03-20 22:50:00,2022-03-20 22:55:00,22,Evening,5.0
pseu612232540,27,4.7,23.371292,85.327872,23.481292,85.437872,2022-03-29,23:00:00,23:10:00,fog,Low ,motorcycle ,Metropolitian ,23,Grocery,False,16.600272418856072,26-35,2022-03-29 23:00:00,2022-03-29 23:10:00,23,Evening,10.0
ojsa189245871,33,5.0,22.751234,75.88949,22.841234,75.97949,2022-03-23,18:10:00,18:20:00,windy,Medium ,motorcycle ,Metropolitian ,32,Grocery,False,13.61128304620412,26-35,2022-03-23 18:10:00,2022-03-23 18:20:00,18,Afternoon,10.0
ziew398182433,30,4.0,19.055831,72.833984,19.125831,72.903984,2022-03-20,17:40:00,17:55:00,cloudy,Medium ,van,Metropolitian ,34,Grocery,False,10.709308833621588,26-35,2022-03-20 17:40:00,2022-03-20 17:55:00,17,Afternoon,15.0
iocj156839670,29,4.6,13.027018,80.254791,13.137018,80.364791,2022-03-31,17:20:00,17:25:00,sunny,Medium ,motorcycle ,Urban ,25,Grocery,False,17.074879617078196,26-35,2022-03-31 17:20:00,2022-03-31 17:25:00,17,Afternoon,5.0
cwpl232583335,27,4.6,19.876106,75.340775,19.896106,75.360775,2022-02-13,08:45:00,09:00:00,cloudy,Low ,motorcycle ,Other,19,Grocery,False,3.052738741797855,26-35,2022-02-13 08:45:00,2022-02-13 09:00:00,9,Morning,15.0
arlk549931705,27,5.0,17.431668,78.408321,17.441668,78.418321,2022-03-17,08:10:00,08:25:00,cloudy,Low ,motorcycle ,Metropolitian ,20,Grocery,False,1.536828545242727,26-35,2022-03-17 08:10:00,2022-03-17 08:25:00,8,Morning,15.0
wfis173502440,32,4.7,18.546947,73.900626,18.566947,73.920626,2022-04-05,09:20:00,09:25:00,fog,Low ,motorcycle ,Metropolitian ,17,Grocery,False,3.064398872055142,26-35,2022-04-05 09:20:00,2022-04-05 09:25:00,9,Morning,5.0
dwps855440822,39,4.9,26.846156,75.8023,26.976156,75.9323,2022-03-31,17:50:00,17:55:00,sandstorms,Medium ,van,Urban ,23,Grocery,False,19.367701972031078,36-45,2022-03-31 17:50:00,2022-03-31 17:55:00,17,Afternoon,5.0
luci476412435,39,4.7,11.025083,77.015393,11.095083,77.085393,2022-03-25,17:10:00,17:20:00,fog,Medium ,motorcycle ,Urban ,40,Grocery,False,10.90598905626876,36-45,2022-03-25 17:10:00,2022-03-25 17:20:00,17,Afternoon,10.0
jppl844441828,36,4.8,22.311358,73.164798,22.421358,73.274798,2022-03-20,23:45:00,00:00:00,cloudy,Low ,scooter ,Urban ,26,Grocery,False,16.659917302375398,36-45,2022-03-20 23:45:00,2022-03-20 00:00:00,0,Night,-1425.0
dxuf063813843,31,4.8,18.546947,73.900626,18.636947,73.990626,2022-03-23,19:35:00,19:45:00,stormy,Jam ,scooter ,Metropolitian ,26,Grocery,False,13.7884543583669,26-35,2022-03-23 19:35:00,2022-03-23 19:45:00,19,Evening,10.0
saqe741127261,20,4.8,19.1813,72.836191,19.2213,72.876191,2022-03-11,14:15:00,14:30:00,windy,High ,motorcycle ,Metropolitian ,16,Grocery,False,6.117673772819904,18-25,2022-03-11 14:15:00,2022-03-11 14:30:00,14,Afternoon,15.0
yyav564095189,30,4.7,26.921411,75.793604,27.051411,75.923604,2022-04-04,22:50:00,23:05:00,stormy,Low ,motorcycle ,Metropolitian ,21,Grocery,False,19.361976407426397,26-35,2022-04-04 22:50:00,2022-04-04 23:05:00,23,Evening,15.0
vnag560680354,25,4.5,23.359407,85.325055,23.369407,85.335055,2022-03-11,10:55:00,11:00:00,sandstorms,Low ,motorcycle ,Metropolitian ,26,Grocery,False,1.5094383155993516,18-25,2022-03-11 10:55:00,2022-03-11 11:00:00,11,Morning,5.0
feue369756400,35,5.0,19.178321,72.834715,19.288321,72.944715,2022-03-25,19:35:00,19:40:00,cloudy,Jam ,motorcycle ,Metropolitian ,50,Grocery,False,16.822056546203214,26-35,2022-03-25 19:35:00,2022-03-25 19:40:00,19,Evening,5.0
ibxd431309735,23,4.6,22.751234,75.88949,22.761234,75.89949,2022-04-03,10:45:00,10:50:00,cloudy,Low ,motorcycle ,Metropolitian ,17,Grocery,False,1.5125686168842198,18-25,2022-04-03 10:45:00,2022-04-03 10:50:00,10,Morning,5.0
ynwj091931647,37,3.7,21.17106,72.789292,21.28106,72.899292,2022-04-06,23:35:00,23:45:00,fog,Low ,scooter ,Metropolitian ,31,Grocery,False,16.72141633133003,36-45,2022-04-06 23:35:00,2022-04-06 23:45:00,23,Evening,10.0
crjb898495436,37,4.5,19.176269,72.836721,19.226269,72.886721,2022-04-05,00:00:00,00:15:00,sandstorms,Low ,van,Urban ,21,Grocery,False,7.647092834675519,36-45,2022-04-05 00:00:00,2022-04-05 00:15:00,0,Night,15.0
eeek504900118,34,4.7,18.593481,73.785901,18.643481,73.835901,2022-03-01,22:45:00,23:00:00,sandstorms,Low ,scooter ,Metropolitian ,29,Grocery,False,7.659687719505771,26-35,2022-03-01 22:45:00,2022-03-01 23:00:00,23,Evening,15.0
oriu995391158,34,5.0,21.160437,72.774209,21.270437,72.884209,2022-03-04,23:25:00,23:30:00,windy,Low ,scooter ,Metropolitian ,25,Grocery,False,16.721976048741215,26-35,2022-03-04 23:25:00,2022-03-04 23:30:00,23,Evening,5.0
vgcs615933755,31,4.6,0.0,0.0,0.05,0.05,2022-03-21,21:50:00,22:00:00,sunny,Jam ,motorcycle ,Urban ,23,Grocery,False,7.8626681674103684,26-35,2022-03-21 21:50:00,2022-03-21 22:00:00,22,Evening,10.0
kupt066038503,23,4.6,22.761226,75.887522,22.871226,75.997522,2022-04-06,17:10:00,17:15:00,sandstorms,Medium ,motorcycle ,Metropolitian ,16,Grocery,False,16.634890709262386,18-25,2022-04-06 17:10:00,2022-04-06 17:15:00,17,Afternoon,5.0
xmce620416022,21,4.8,19.178321,72.834715,19.208321,72.864715,2022-04-01,22:25:00,22:40:00,cloudy,Low ,scooter ,Metropolitian ,15,Grocery,False,4.588360239493078,18-25,2022-04-01 22:25:00,2022-04-01 22:40:00,22,Evening,15.0
ojmo237950800,36,4.3,11.022169,76.999594,11.152169,77.129594,2022-03-02,20:15:00,20:30:00,stormy,Jam ,motorcycle ,Metropolitian ,31,Grocery,False,20.253058591951756,36-45,2022-03-02 20:15:00,2022-03-02 20:30:00,20,Evening,15.0
pcrd287687811,22,5.0,17.426228,78.407495,17.506228,78.487495,2022-03-23,22:45:00,22:50:00,fog,Low ,motorcycle ,Metropolitian ,24,Grocery,False,12.293677673573285,18-25,2022-03-23 22:45:00,2022-03-23 22:50:00,22,Evening,5.0
gcfk176324747,28,4.7,23.359033,85.325347,23.389033,85.355347,2022-03-17,17:50:00,18:05:00,sandstorms,Medium ,scooter ,Other,27,Grocery,False,4.528164580408178,26-35,2022-03-17 17:50:00,2022-03-17 18:05:00,18,Afternoon,15.0
lkja039964943,31,4.8,11.008638,76.984311,11.028638,77.004311,2022-03-15,11:35:00,11:45:00,cloudy,High ,motorcycle ,Metropolitian ,30,Grocery,False,3.116212741612218,26-35,2022-03-15 11:35:00,2022-03-15 11:45:00,11,Morning,10.0
netu737829684,29,4.7,11.008638,76.984311,11.098638,77.074311,2022-03-10,17:15:00,17:25:00,fog,Medium ,motorcycle ,Other,35,Grocery,False,14.022136830289478,26-35,2022-03-10 17:15:00,2022-03-10 17:25:00,17,Afternoon,10.0
usfn818612691,24,4.8,23.354422,85.3329,23.374422,85.3529,2022-03-26,10:35:00,10:50:00,cloudy,Low ,motorcycle ,Metropolitian ,15,Grocery,False,3.0188764660307563,18-25,2022-03-26 10:35:00,2022-03-26 10:50:00,10,Morning,15.0
zhmt736012313,35,4.6,11.003008,76.97544,11.043008,77.01544,2022-04-05,15:15:00,15:30:00,windy,Medium ,motorcycle ,Metropolitian ,25,Grocery,False,6.232380002107721,26-35,2022-04-05 15:15:00,2022-04-05 15:30:00,15,Afternoon,15.0
llcd719018335,27,4.5,26.913987,75.752891,26.993987,75.832891,2022-03-04,21:10:00,21:20:00,sunny,Jam ,motorcycle ,Metropolitian ,18,Grocery,False,11.916582838288104,26-35,2022-03-04 21:10:00,2022-03-04 21:20:00,21,Evening,10.0
nyxk724766949,30,4.2,22.311358,73.164798,22.331358,73.184798,2022-03-24,09:50:00,10:00:00,stormy,Low ,motorcycle ,Urban ,30,Grocery,False,3.029527086813746,26-35,2022-03-24 09:50:00,2022-03-24 10:00:00,10,Morning,10.0
yiox652953123,20,4.5,30.873988,75.842739,30.933988,75.902739,2022-02-13,21:55:00,22:05:00,sandstorms,Jam ,motorcycle ,Urban ,29,Grocery,False,8.790990992588457,18-25,2022-02-13 21:55:00,2022-02-13 22:05:00,22,Evening,10.0
ouhd778260061,38,4.8,0.0,0.0,0.04,0.04,2022-02-17,15:10:00,15:20:00,sandstorms,Medium ,motorcycle ,Metropolitian ,28,Grocery,False,6.29013467763468,36-45,2022-02-17 15:10:00,2022-02-17 15:20:00,15,Afternoon,10.0
ydxg317665270,26,5.0,21.173493,72.801953,21.193493,72.821953,2022-03-15,11:20:00,11:30:00,sandstorms,High ,motorcycle ,Metropolitian ,26,Grocery,False,3.040665363317611,26-35,2022-03-15 11:20:00,2022-03-15 11:30:00,11,Morning,10.0
tkbp676848540,21,4.1,22.311358,73.164798,22.321358,73.174798,2022-03-21,09:30:00,09:35:00,stormy,Low ,motorcycle ,Metropolitian ,16,Grocery,False,1.5147885720051273,18-25,2022-03-21 09:30:00,2022-03-21 09:35:00,9,Morning,5.0
gbpm531367669,38,4.9,12.304569,76.643622,12.324569,76.663622,2022-03-19,09:40:00,09:50:00,sunny,Low ,motorcycle ,Urban ,23,Grocery,False,3.109096155702646,36-45,2022-03-19 09:40:00,2022-03-19 09:50:00,9,Morning,10.0
fdhl364727288,21,4.8,21.157729,72.768726,21.197729,72.808726,2022-03-21,15:30:00,15:35:00,windy,Medium ,motorcycle ,Metropolitian ,29,Grocery,False,6.081440911759754,18-25,2022-03-21 15:30:00,2022-03-21 15:35:00,15,Afternoon,5.0
cazf810075258,29,4.9,17.433809,78.386744,17.523809,78.476744,2022-03-10,22:45:00,22:50:00,windy,Low ,scooter ,Metropolitian ,11,Grocery,False,13.829931792649827,26-35,2022-03-10 22:45:00,2022-03-10 22:50:00,22,Evening,5.0
rtlg671776257,22,4.6,23.374878,85.335739,23.424878,85.385739,2022-03-09,23:40:00,23:50:00,stormy,Low ,van,Metropolitian ,12,Grocery,False,7.546267706957737,18-25,2022-03-09 23:40:00,2022-03-09 23:50:00,23,Evening,10.0
dotm808544846,39,4.9,22.725748,75.898497,22.745748,75.918497,2022-03-11,08:30:00,08:45:00,fog,Low ,scooter ,Metropolitian ,17,Grocery,False,3.025345653222032,36-45,2022-03-11 08:30:00,2022-03-11 08:45:00,8,Morning,15.0
odqq128684720,21,4.7,17.458998,78.500366,17.538998,78.580366,2022-03-08,22:20:00,22:30:00,fog,Low ,motorcycle ,Metropolitian ,24,Grocery,False,12.292622739442963,18-25,2022-03-08 22:20:00,2022-03-08 22:30:00,22,Evening,10.0
wdlf187216685,39,4.2,9.957144,76.296783,10.087144,76.426783,2022-02-12,17:55:00,18:00:00,sunny,Medium ,motorcycle ,Metropolitian ,38,Grocery,False,20.28756188229029,36-45,2022-02-12 17:55:00,2022-02-12 18:00:00,18,Afternoon,5.0
vpkn568423955,34,4.7,17.429585,78.392621,17.499585,78.462621,2022-03-14,17:45:00,17:55:00,windy,Medium ,scooter ,Metropolitian ,22,Grocery,False,10.757014337994882,26-35,2022-03-14 17:45:00,2022-03-14 17:55:00,17,Afternoon,10.0
eyuv235511893,37,4.5,18.554382,73.798206,18.684382,73.928206,2022-04-04,21:35:00,21:40:00,sunny,Jam ,scooter ,Urban ,15,Grocery,False,19.915135664660593,36-45,2022-04-04 21:35:00,2022-04-04 21:40:00,21,Evening,5.0
xshp128958566,34,4.5,12.323994,76.626167,12.413994,76.716167,2022-03-18,18:10:00,18:25:00,stormy,Medium ,scooter ,Urban ,36,Grocery,False,13.98951205355768,26-35,2022-03-18 18:10:00,2022-03-18 18:25:00,18,Afternoon,15.0
hedg881700588,23,4.8,22.745049,75.892471,22.755049,75.902471,2022-04-03,09:10:00,09:20:00,sunny,Low ,scooter ,Urban ,18,Grocery,False,1.5126000890232916,18-25,2022-04-03 09:10:00,2022-04-03 09:20:00,9,Morning,10.0
bahn453372035,28,4.9,11.02091,76.940432,11.04091,76.960432,2022-03-11,10:45:00,10:55:00,sandstorms,Low ,motorcycle ,Urban ,12,Grocery,False,3.116148933802629,26-35,2022-03-11 10:45:00,2022-03-11 10:55:00,10,Morning,10.0
duek171439493,27,4.7,26.910262,75.783013,26.940262,75.813013,2022-03-09,22:50:00,23:00:00,sandstorms,Low ,scooter ,Urban ,18,Grocery,False,4.469223038792308,26-35,2022-03-09 22:50:00,2022-03-09 23:00:00,23,Evening,10.0
xvvq228790142,33,4.3,22.745049,75.892471,22.855049,76.002471,2022-03-25,20:40:00,20:55:00,stormy,Jam ,motorcycle ,Metropolitian ,40,Grocery,False,16.63579806090435,26-35,2022-03-25 20:40:00,2022-03-25 20:55:00,20,Evening,15.0
jgxr808021165,38,4.5,30.346994,78.062543,30.396994,78.112543,2022-02-15,21:40:00,21:45:00,cloudy,Jam ,motorcycle ,Metropolitian ,25,Grocery,False,7.342983872895803,36-45,2022-02-15 21:40:00,2022-02-15 21:45:00,21,Evening,5.0
anbl421414426,30,4.7,12.284747,76.625861,12.314747,76.655861,2022-03-17,21:50:00,22:00:00,sandstorms,Jam ,motorcycle ,Metropolitian ,40,Grocery,False,4.663772762376294,26-35,2022-03-17 21:50:00,2022-03-17 22:00:00,22,Evening,10.0
wceq577409885,22,4.9,10.96185,76.971082,10.98185,76.991082,2022-03-28,11:30:00,11:40:00,windy,High ,scooter ,Metropolitian ,24,Grocery,False,3.116455382882508,18-25,2022-03-28 11:30:00,2022-03-28 11:40:00,11,Morning,10.0
ozgi327535696,21,4.7,12.986047,80.218114,13.026047,80.258114,2022-04-05,14:15:00,14:20:00,stormy,High ,motorcycle ,Metropolitian ,15,Grocery,False,6.2099764507053274,18-25,2022-04-05 14:15:00,2022-04-05 14:20:00,14,Afternoon,5.0
qlsy541793877,35,3.6,13.081878,80.248519,13.171878,80.338519,2022-03-23,20:50:00,20:55:00,windy,Jam ,van,Metropolitian ,37,Grocery,False,13.969116967730173,26-35,2022-03-23 20:50:00,2022-03-23 20:55:00,20,Evening,5.0
ycqq641036463,22,4.5,11.022477,76.995667,11.062477,77.035667,2022-03-05,13:20:00,13:30:00,stormy,High ,scooter ,Metropolitian ,10,Grocery,False,6.232177403679017,18-25,2022-03-05 13:20:00,2022-03-05 13:30:00,13,Afternoon,10.0
